115800274,41.4458717,-81.7166522,222.07,-0.9599605745332763,-4.838332158497368
116200537,41.4458755,-81.7166528,221.96,-1.3439844363082396,-4.296150158075673
116400365,41.4458775,-81.7166533,222.0,-2.0073982115312172,-3.7716981617288017
116800261,41.4458821,-81.7166536,222.0,-2.5138034303967447,-3.929010700766964
118400363,41.4458992,-81.7166539,222.26,-1.8502601069549314,-4.313635795262167
124000208,41.4459686,-81.7166415,223.16,-0.5585111678304086,-4.191241804078907
136000314,41.4460954,-81.7166184,223.23,-0.9599605745332763,-4.033896466895355
136400267,41.4460998,-81.716619,223.13,-0.6457808000733583,-3.7192648292326416
140200211,41.4461445,-81.7166148,222.58,-2.5487323815469276,-4.12130803156671
182600263,41.446612,-81.71645,218.68,-0.2617999859156943,-5.100778247390121
206220303,41.4468376,-81.7162236,213.83,-0.9948704946971636,-6.361559323844372
214419985,41.4469064,-81.7161523,214.29,-0.4363350820701567,-6.4141328548596315
244020268,41.4472125,-81.7159528,212.69,0.01745329269716253,-6.887457051667475
249200314,41.4472692,-81.7159168,210.67,1.6232987669078658,-7.448833578460556
261620060,41.4473263,-81.7157533,209.17,0.45378872034938866,-5.328288099257849
277220114,41.4471884,-81.7156299,208.57,2.077240503994608,-10.845817502538967
282820018,41.4471341,-81.7156727,207.3,1.361440922531077,-15.784775120182362
289220038,41.4470734,-81.7157219,205.61,-2.3042422977474013,-12.50883411611655
303220055,41.4470282,-81.7157466,206.17,-2.356630612806465,-9.47039265523794
303620116,41.4470237,-81.7157502,206.12,-1.151968258840719,-9.928448183147811
304220235,41.4470167,-81.7157572,205.99,-1.0821463745197601,-9.593675778150395
320420146,41.4469282,-81.71577,207.2,0.8901414275703965,-9.928448183147811
323020149,41.4469449,-81.7157577,208.07,0.9948704946971636,-9.611290003470906
323820209,41.4469486,-81.7157527,208.3,0.6283267991889772,-9.452783117928204
324020258,41.4469489,-81.7157519,208.32,0.8552321837525303,-9.417565785334498
